,A,B,C,D,E,F,G,H,J,K
8.0,10565,11286,11603,10565,10568,11126,10918,10726,11118,10668
21.0,11397,11751,12114,11397,11400,11530,11743,11642,11534,11240
34.0,12020,12546,12574,12020,12023,12447,12516,11430,12413,11736
