,1,2,3,4,5,6,7,8
4.0,4749108,4749108,4749108,4674852,4749108,5144412,4749108,4749108
9.0,4832100,4832100,4832100,4758936,4832100,5245422,4832100,4832100
15.0,4931472,4931472,4931472,4858854,4931472,5389566,4931472,4931472
