,1,10,11,12,13,14,15,2,3,5,7,8,9
2.0,11537,11641,11058,11252,11472,10687,11511,10747,11421,11421,10711,10565,10840
5.0,11711,11816,11225,11422,11645,10820,11685,10909,11593,11593,10872,10614,11004
8.0,11885,11992,11392,11592,11819,10974,11859,11071,11765,11765,11034,10876,9078
