,A,B,C,D,E,F,G,H,J,K
6.0,5612160,4891696,4943792,5669584,4138031,4176920,4828352,4879856,4176920,4158719
18.0,5914672,5857840,5786800,5910528,4357841,4897112,5118432,5167568,4897112,4388011
30.0,6208304,5739440,5758976,5891584,4578082,4866620,5424496,5681424,4866620,4487572
