,1,2,3,5,6,7,8,9
12.0,16152,15867,16143,16091,16120,15750,13123,16120
28.0,16744,16013,15601,16552,15329,17526,15945,16473
44.0,16244,16844,16757,16244,16143,16844,17041,16244
