,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,11944489,17137,697,83,1,KHMT
11.0/F中層A,11.0,中層,A,12437268,17844,697,78,1,KHMT
18.0/F高層A,18.0,高層,A,13127298,18834,697,71,1,KHMT
6.0/F低層B,6.0,低層,B,17497449,18399,951,71,1,KHMT
11.0/F中層B,11.0,中層,B,18219258,19158,951,66,1,KHMT
18.0/F高層B,18.0,高層,B,,,,,,KHMT
6.0/F低層C,6.0,低層,C,9084200,17140,530,76,1,KHMT
11.0/F中層C,11.0,中層,C,9462090,17853,530,71,1,KHMT
18.0/F高層C,18.0,高層,C,,,,,,KHMT
6.0/F低層D,6.0,低層,D,9084200,17140,530,76,1,KHMT
11.0/F中層D,11.0,中層,D,9462090,17853,530,71,1,KHMT
18.0/F高層D,18.0,高層,D,,,,,,KHMT
6.0/F低層E,6.0,低層,E,17497449,18399,951,71,1,KHMT
11.0/F中層E,11.0,中層,E,18219258,19158,951,66,1,KHMT
18.0/F高層E,18.0,高層,E,,,,,,KHMT
6.0/F低層F,6.0,低層,F,12142018,17174,707,83,1,KHMT
11.0/F中層F,11.0,中層,F,12643281,17883,707,78,1,KHMT
18.0/F高層F,18.0,高層,F,13344625,18875,707,71,1,KHMT
