,11,13,14,15,17,20,21,24,3,7,9
8.0,443,447,443,443,485,489,489,381,443,443,485
18.0,443,447,443,443,485,489,489,381,443,443,485
27.0,443,447,443,443,485,489,489,381,443,443,485
