,1,2,3,4,5,6,7,8,9
6.0,15429,13576,13667,13889,13607,13906,13881,14671,14593
12.0,16315,14076,14170,14299,14107,14691,14578,15204,14997
19.0,15742,14607,14760,14928,14694,14769,15279,15819,15695
