,1,2,3,4,5,6,7,8
6.0,14542,15103,15442,14567,15283,14291,14369,13971
14.0,14497,15083,15909,14789,15687,14580,14297,14215
23.0,15395,16002,15819,15676,16152,15426,14751,14916
