,1,2,3,4,5,6,7,8
8.0,4956413,4958360,3805184,4137984,4970691,4926559,4096000,4096000
20.0,5204980,5175775,4270592,4315648,5210172,5133590,4270592,4270592
33.0,5428236,4187348,3509248,4503552,5434726,5388647,4157440,4460544
