,1,2,3,4,5,6,7,8
6.0,12134,12041,13705,14376,12240,12297,14135,14299
16.0,13120,12709,14562,14959,13270,12949,14710,14999
27.0,13865,13923,15341,15993,14014,13901,15220,15422
