,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,5438070,10986,495
18.0/F中層A,18.0,中層,A,5599440,11312,495
28.0/F高層A,28.0,高層,A,5753385,11623,495
7.0/F低層B,7.0,低層,B,6129568,10354,592
18.0/F中層B,18.0,中層,B,6321968,10679,592
28.0/F高層B,28.0,高層,B,6580080,11115,592
7.0/F低層C,7.0,低層,C,6252112,10561,592
18.0/F中層C,18.0,中層,C,6432080,10865,592
28.0/F高層C,28.0,高層,C,6604944,11157,592
7.0/F低層D,7.0,低層,D,6252112,10561,592
18.0/F中層D,18.0,中層,D,6432080,10865,592
28.0/F高層D,28.0,高層,D,6604944,11157,592
7.0/F低層E,7.0,低層,E,6252112,10561,592
18.0/F中層E,18.0,中層,E,6432080,10865,592
28.0/F高層E,28.0,高層,E,6604944,11157,592
7.0/F低層F,7.0,低層,F,5095396,11273,452
18.0/F中層F,18.0,中層,F,5245008,11604,452
28.0/F高層F,28.0,高層,F,5390552,11926,452
7.0/F低層G,7.0,低層,G,5158676,11413,452
18.0/F中層G,18.0,中層,G,5280716,11683,452
28.0/F高層G,28.0,高層,G,5426712,12006,452
7.0/F低層H,7.0,低層,H,6252112,10561,592
18.0/F中層H,18.0,中層,H,6432080,10865,592
28.0/F高層H,28.0,高層,H,6604944,11157,592
7.0/F低層J,7.0,低層,J,6252112,10561,592
18.0/F中層J,18.0,中層,J,6432080,10865,592
28.0/F高層J,28.0,高層,J,6604944,11157,592
7.0/F低層K,7.0,低層,K,6252112,10561,592
18.0/F中層K,18.0,中層,K,6432080,10865,592
28.0/F高層K,28.0,高層,K,6604944,11157,592
7.0/F低層L,7.0,低層,L,6231392,10526,592
18.0/F中層L,18.0,中層,L,6442736,10883,592
28.0/F高層L,28.0,高層,L,6622704,11187,592
7.0/F低層M,7.0,低層,M,5543010,11198,495
18.0/F中層M,18.0,中層,M,5730120,11576,495
28.0/F高層M,28.0,高層,M,5885055,11889,495
