,1,10,11,12,13,14,15,16,2,3,4,5,6,8,9
9.0,8676,10424,10367,10390,10390,10229,10080,10369,10370,10345,10084,10386,10120,9873,10318
20.0,8890,10916,10845,10591,10591,10640,10357,10609,9266,10831,10295,10162,10628,10468,9362
32.0,9471,11530,9468,9536,9536,9412,9577,10682,9511,10572,9795,10700,10926,9610,9920
