,A,B,C,D,E,F,G,H,J,K
5.0,8951,8829,8686,11453,8859,8804,8572,8589,8589,8589
14.0,9357,9226,9084,11964,9247,9235,8948,8970,8970,8970
22.0,9724,9583,9436,12455,9602,12964,9287,12444,12444,12444
