,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層1,5.0,低層,1,4101408,13536,303
8.0/F中層1,8.0,中層,1,4180491,13797,303
10.0/F高層1,10.0,高層,1,4232910,13970,303
5.0/F低層2,5.0,低層,2,4101408,13536,303
8.0/F中層2,8.0,中層,2,4180491,13797,303
10.0/F高層2,10.0,高層,2,4232910,13970,303
5.0/F低層3,5.0,低層,3,4244082,12822,331
8.0/F中層3,8.0,中層,3,4285788,12948,331
10.0/F高層3,10.0,高層,3,3789288,11448,331
5.0/F低層4,5.0,低層,4,5165642,12979,398
8.0/F中層4,8.0,中層,4,5264744,13228,398
10.0/F高層4,10.0,高層,4,5331210,13395,398
5.0/F低層6,5.0,低層,6,4426132,13372,331
8.0/F中層6,8.0,中層,6,4511199,13629,331
10.0/F高層6,10.0,高層,6,4568131,13801,331
