,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,5929273,14497,409,239,3,KNCW
16.0/F中層A,16.0,中層,A,6615166,16174,409,246,3,KNCW
26.0/F高層A,26.0,高層,A,6939503,16967,409,256,3,KNCW
6.0/F低層B,6.0,低層,B,5963629,14581,409,371,4,KNCW
16.0/F中層B,16.0,中層,B,6273651,15339,409,379,4,KNCW
26.0/F高層B,26.0,高層,B,6720525,15813,425,338,4,KNCW
6.0/F低層C,6.0,低層,C,11219582,16451,682,167,3,KNCW
16.0/F中層C,16.0,中層,C,11523200,18005,640,181,3,KNCW
26.0/F高層C,26.0,高層,C,13127136,19248,682,184,3,KNCW
6.0/F低層D,6.0,低層,D,11219582,16451,682,167,3,KNCW
16.0/F中層D,16.0,中層,D,12506516,18338,682,174,3,KNCW
26.0/F高層D,26.0,高層,D,13127136,19248,682,184,3,KNCW
6.0/F低層E,6.0,低層,E,5991441,14649,409,392,4,KNCW
16.0/F中層E,16.0,中層,E,6395942,15638,409,345,3,KNCW
26.0/F高層E,26.0,高層,E,6685105,16345,409,406,3,KNCW
6.0/F低層F,6.0,低層,F,6353815,15535,409,255,3,KNCW
16.0/F中層F,16.0,中層,F,6678970,16330,409,284,3,KNCW
26.0/F高層F,26.0,高層,F,7011487,17143,409,299,3,KNCW
6.0/F低層G,6.0,低層,G,10816845,16315,663,171,3,KNCW
16.0/F中層G,16.0,中層,G,12058644,18188,663,177,3,KNCW
26.0/F高層G,26.0,高層,G,12656007,19089,663,187,3,KNCW
6.0/F低層H,6.0,低層,H,10336000,16150,640,175,3,KNCW
16.0/F中層H,16.0,中層,H,12058644,18188,663,177,3,KNCW
26.0/F高層H,26.0,高層,H,12094080,18897,640,191,3,KNCW
