,1,10,11,12,13,14,15,16,17,18,2,20,219,4,5,6,7,9
3.0,10649,10632,11971,12428,11908,12214,12085,12085,10573,12490,10753,10774,10358,12085,12214,10306,12066,12387
6.0,12046,12027,12215,12659,12150,12453,12321,12321,10767,12736,12167,10966,11704,12321,12453,11641,12302,12635
8.0,12196,12176,12365,12807,12241,12607,12473,12473,10896,12894,12317,11099,11850,12473,12607,11786,12454,12799
