,A,B,C,D,E,F,G,H
12.0,14925,15124,14851,15323,15634,15301,15117,15583
22.0,15856,15780,15468,15919,16299,15655,15352,16240
31.0,16519,16695,16536,15846,16822,15879,16523,16825
