,1,10,11,12,12A,2,3,4,5,6,7,8,9
4.0,665,800,546,529,470,480,480,480,570,570,480,560,600
9.0,665,800,546,529,470,480,570,480,570,570,480,560,600
14.0,665,800,546,529,470,480,570,480,570,480,480,475,600
