,1,10,2,3,4,5,6,7,8,9
7.0,6018656,5149218,6093446,5149218,7307205,5149218,6118930,6093446,4930530,7307205
18.0,6418644,5463984,6510608,5463984,7809660,5463984,6542186,6510608,5194554,7809660
28.0,6787054,5750208,6886220,5750208,8263095,5750208,6923338,6886220,5490918,8263095
