,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,24285990,26030,933
19.0/F中層A,19.0,中層,A,25891683,27751,933
30.0/F高層A,30.0,高層,A,27310776,29272,933
7.0/F低層B,7.0,低層,B,15439128,24429,632
19.0/F中層B,19.0,中層,B,15202126,25898,587
30.0/F高層B,30.0,高層,B,16005142,27266,587
7.0/F低層C,7.0,低層,C,14924385,25083,595
19.0/F中層C,19.0,中層,C,15894235,26713,595
30.0/F高層C,30.0,高層,C,16734970,28126,595
7.0/F低層D,7.0,低層,D,22991318,25862,889
19.0/F中層D,19.0,中層,D,24515953,27577,889
30.0/F高層D,30.0,高層,D,25852120,29080,889
