,A,B,C,D,E,F,G,H
6.0,16230,16061,16040,16364,16595,16057,16057,16620
14.0,16932,16764,16737,17073,17322,16754,16754,17331
22.0,17681,17476,17436,17783,18071,17453,17453,18043
