,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層1,9.0,低層,1,2582690,5830,443
19.0/F中層1,19.0,中層,1,2704958,6106,443
28.0/F高層1,28.0,高層,1,2817037,6359,443
9.0/F低層10,9.0,低層,10,3660358,6121,598
19.0/F中層10,19.0,中層,10,3834376,6412,598
28.0/F高層10,28.0,高層,10,3346408,5596,598
9.0/F低層12,9.0,低層,12,2564970,5790,443
19.0/F中層12,19.0,中層,12,2684137,6059,443
28.0/F高層12,28.0,高層,12,2794001,6307,443
9.0/F低層16,9.0,低層,16,2386241,5863,407
19.0/F中層16,19.0,中層,16,2499387,6141,407
28.0/F高層16,28.0,高層,16,2603579,6397,407
9.0/F低層18,9.0,低層,18,2582690,5830,443
19.0/F中層18,19.0,中層,18,2704958,6106,443
28.0/F高層18,28.0,高層,18,2824125,6375,443
9.0/F低層2,9.0,低層,2,2280816,6066,376
19.0/F中層2,19.0,中層,2,2379704,6329,376
28.0/F高層2,28.0,高層,2,2471072,6572,376
9.0/F低層3,9.0,低層,3,3580226,5987,598
19.0/F中層3,19.0,中層,3,3754842,6279,598
28.0/F高層3,28.0,高層,3,3718962,6219,598
9.0/F低層4,9.0,低層,4,2386241,5863,407
19.0/F中層4,19.0,中層,4,2499387,6141,407
28.0/F高層4,28.0,高層,4,2603579,6397,407
9.0/F低層5,9.0,低層,5,2338490,6074,385
19.0/F中層5,19.0,中層,5,2440130,6338,385
28.0/F高層5,28.0,高層,5,2533685,6581,385
