,A,B,C,D,E,F,G
12.0,15529075,13047096,12088560,9246807,8570165,10151715,9056775
27.0,16909322,14223870,13129000,9843021,9109980,9928265,9264150
41.0,18175499,15238014,13962720,10534761,9444355,10607335,9942450
