,1,10,2,3,4,5,6,7,8,9
8.0,10858,10673,10886,10639,10784,11005,10886,10886,11065,10795
21.0,11548,11378,11608,11319,11502,11669,11608,11608,11726,11524
32.0,12167,11968,12222,11908,12115,12234,12222,12222,12291,12147
