,A,B,C,D,E,F,G
7.0,7572208,5177061,5396004,7393488,6017746,5915118,6328965
16.0,7908162,5420331,5608980,7709152,6584571,6304938,6574350
22.0,8133293,5407020,5792580,7930696,6896463,6376494,6349875
