,A,B,C,D,E,F,G,H
6.0,14738,14881,14322,14053,14563,14775,14738,14676
14.0,14973,15684,14897,14313,15155,15047,14973,14951
21.0,15508,16216,14964,15107,15256,15286,15508,15484
