,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,6147464,9727,632
7.0/F中層A,7.0,中層,A,6304832,9976,632
11.0/F高層A,11.0,高層,A,5803024,9182,632
3.0/F低層AB,3.0,低層,AB,10581760,8267,1280
7.0/F中層AB,7.0,中層,AB,10850560,8477,1280
11.0/F高層AB,11.0,高層,AB,11119360,8687,1280
3.0/F低層B,3.0,低層,B,6371784,9833,648
7.0/F中層B,7.0,中層,B,6510456,10047,648
11.0/F高層B,11.0,高層,B,6847400,10220,670
3.0/F低層C,3.0,低層,C,4990656,9452,528
7.0/F中層C,7.0,中層,C,5714016,10822,528
11.0/F高層C,11.0,高層,C,5218224,9883,528
3.0/F低層C1,3.0,低層,C1,4566600,9675,472
7.0/F中層C1,7.0,中層,C1,4670912,9896,472
11.0/F高層C1,11.0,高層,C1,4777584,10122,472
