,1,10,2,3,4,5,6,7,8,9
3.0,7761708,7363214,6507245,7011900,6936435,7450192,7967328,6507245,7156800,6997677
8.0,8097256,7669022,6776905,7302750,7226556,7587030,8259368,6776905,7344750,7288836
12.0,8369032,7921646,7000005,7542675,7465815,7840762,8570480,7000005,7584675,7523424
