,A,B,C,D,E,F,G,H,J,K,L,M
6.0,4846796,5913560,5938944,5202945,5913560,6001104,5202945,5913560,5620448,5307885,5905284,5937168
16.0,4931772,6018402,6043728,5294520,6018402,6115360,5294520,6018402,5726416,5408865,6009360,6042544
26.0,5017652,6122655,6149104,5386590,6122655,6230800,5386590,6122655,5854288,5495985,4945668,6147920
