,1,10,11,12,2,3,4,5,6,7,8,9
3.0,4346570,3441900,3268440,3854970,3458840,3594000,3675240,3495180,4582725,2828655,3434805,3422660
8.0,4454240,3560865,3382920,3985470,3579345,3690800,3792090,3616470,4739700,3210915,3518235,3541600
12.0,4835652,3610145,3509640,4078125,3673670,3787600,3892540,3712020,4862550,3338220,3642165,3635080
