,A,B,C,D,E,F,G,H,I,J
4.0,9991312,8424486,9306880,12622764,10158371,9964989,7744881,8150125,12135870,11350871
10.0,14141820,18431130,8343972,8745216,10393192,10465892,7951443,8216795,12441192,11859259
17.0,8745027,9711908,9729324,15816909,10721069,10740698,8424864,8551840,13271994,12203018
