,A,B,C,D,E,F,G,H,J,K
8.0,8871,8857,8768,8871,9290,8973,8857,8857,8973,9186
20.0,9479,9463,9366,9479,9903,9568,9463,9463,9568,9785
33.0,10084,10068,9970,10084,10554,10189,10068,10068,10189,10414
