,A,B,C,D,E,F,G,H,J,K
7.0,7692516,5220972,6340257,6198168,6537180,5741710,5661848,5803510,5758147,6533514
18.0,8168004,5616630,6756561,6129488,6408855,6077617,6027776,6583616,5827125,6819080
27.0,8383752,5778810,7002639,6749628,6338385,6525116,6093782,6330014,6168983,7757044
