,A,B,C,D,E,F,G,H
6.0,21167,20198,19695,19620,18408,18436,20840,21167
14.0,20728,20081,19639,19540,18829,19295,21969,20728
23.0,21750,21124,20606,20526,20077,20268,23131,21750
