,1,2,3,4,5,6,7,8
3.0,7384905,5267200,5465600,7384410,7373025,5413760,5468480,7410150
8.0,7640820,5384320,5651200,7639830,7627455,5597120,5653440,7668540
13.0,7905150,5589760,5837440,7898715,7885845,5781440,5839040,7943265
