,A,B,C,D,E,F,G,H
7.0,11846096,10907952,13510704,13545241,13809114,13335580,13194470,11838348
14.0,12313956,11498290,14028983,14024814,14505106,13865770,13704795,12308592
22.0,13016640,10153474,14954730,14924283,15542623,14539125,14689825,13036308
