,A,B,C,D,E,F,G,H,J,K
7.0,15675,17223,17020,17368,17196,17438,17690,17136,16308,17411
16.0,16582,16576,17976,18295,16680,18406,18644,18176,17250,18336
25.0,17674,17992,21361,18642,19112,18541,18935,19144,19457,19317
