,A,B,C,D,E,F,G,H,J,K,L,M
8.0,5122968,6137856,6305124,5459355,6181072,5491836,5431635,5530464,6307012,5590035,6339728,5351654
17.0,5184892,5598544,5567184,5526180,5650640,5551914,5503410,5591440,6398896,5666760,5598544,5428813
26.0,5252692,5655968,5624808,5596965,5703920,5609047,5590035,5650640,6521997,5749920,5655968,5501260
