,1,10,11,12,13,14,16,6,7,8,9
3.0,5733637,5301360,5362254,4719528,4798415,3833115,5733637,3887835,3815245,5733637,5733637
8.0,5917730,5471505,5471505,4871394,4952495,3956238,5917730,4024048,3937367,5917730,5917730
12.0,6064877,5607621,5607621,4995117,5075545,4054908,6064877,4133360,4035577,6064877,6064877
