,A,B,C,D,E,F,G,H,J,K
15.0,25691,25901,22275,26401,24121,23944,23380,23102,23104,21794
31.0,26793,26323,23816,23440,24043,24087,24706,23535,23544,23130
48.0,31147,28784,26188,28596,25351,25859,26761,25048,24939,26036
