,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,5197260,4799905,4909326,5317386,5317386,4909326,4894707,4311777,4328922,4917300,4909326,4909326,5338902,5131566,4909326,4909326,5260310,4909326,5685948,4946949,4916414,4832687,5279710,5279710
18.0,5480015,5069249,5177784,5618121,5618121,5177784,5177784,4590669,4497324,5181328,5177784,5177784,5641593,5618121,5177784,5064376,5632305,5177784,6006141,5218278,5072350,5089627,5577985,5577985
28.0,5832610,5474151,5474151,5962377,5962377,5474151,5474151,4863846,4734306,5525096,5474151,5474151,5979003,5962377,5474151,5403271,5964045,5474151,6361911,5517321,5412574,5382007,5920395,5920395
