,A,B,C,D,E,F,G,H,J,K
7.0,16970,16226,16339,15736,15497,16238,16130,16268,15570,15656
14.0,17561,16640,16919,16156,16054,16814,16695,16845,16129,16612
21.0,18139,17185,17022,16699,16582,16904,16712,16879,16673,16953
