,A,B,C,D,E,F,G,H,I,J
4.0,17509,16413,17596,17434,17829,17635,15825,18520,17297,17417
10.0,18347,17367,18402,18347,18700,18441,16549,19351,18329,18119
17.0,19241,18141,19244,19182,19564,19338,17391,20338,19230,19047
