,10,12,15,16,17,3,4,5,6,7,8
9.0,8444,8881,8548,9247,9177,8548,9312,9177,8576,8576,9288
19.0,8697,9358,8798,9541,9420,8798,9602,9420,8821,8821,9535
29.0,8917,9588,9017,9830,9647,9017,9892,9647,9039,9039,9764
