,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,4770689,8851,539
9.0/F中層A,9.0,中層,A,4866631,9029,539
14.0/F高層A,14.0,高層,A,4955566,9194,539
4.0/F低層B,4.0,低層,B,5114625,8895,575
9.0/F中層B,9.0,中層,B,5367625,9335,575
14.0/F高層B,14.0,高層,B,5311275,9237,575
4.0/F低層C,4.0,低層,C,5037000,8760,575
9.0/F中層C,9.0,中層,C,5138775,8937,575
14.0/F高層C,14.0,高層,C,5234225,9103,575
4.0/F低層D,4.0,低層,D,4723796,8764,539
9.0/F中層D,9.0,中層,D,4819199,8941,539
14.0/F高層D,14.0,高層,D,4922148,9132,539
4.0/F低層E,4.0,低層,E,4812731,8929,539
9.0/F中層E,9.0,中層,E,4904900,9100,539
14.0/F高層E,14.0,高層,E,4992757,9263,539
4.0/F低層F,4.0,低層,F,5170400,8992,575
9.0/F中層F,9.0,中層,F,5301500,9220,575
14.0/F高層F,14.0,高層,F,5408450,9406,575
4.0/F低層G,4.0,低層,G,4939825,8591,575
9.0/F中層G,9.0,中層,G,5039875,8765,575
14.0/F高層G,14.0,高層,G,5078975,8833,575
4.0/F低層H,4.0,低層,H,4770689,8851,539
9.0/F中層H,9.0,中層,H,4866631,9029,539
14.0/F高層H,14.0,高層,H,4955566,9194,539
