,10,14,15,17,19,21,22,23,24,4,6,7,8
9.0,381,381,381,381,381,490,381,381,381,490,381,381,381
20.0,381,381,381,381,381,490,381,381,381,490,381,381,381
30.0,381,381,381,381,381,490,381,381,381,490,381,381,381
