,1,10,12,14,18,19,20,21,5,6,9
9.0,2324421,2170124,,2324421,2105688,2170124,2047815,2324421,2304027,2047815,2047815
18.0,2401060,2241756,,2401060,2175163,2241756,2115190,2401060,2382171,2115190,2115190
28.0,2486116,2320714,,2486116,2251784,2320714,2189880,2486116,2490840,2189880,2189880
