,A,B,C,D,E,F,G,H,J,K,L,M
6.0,4922273,4876350,4929450,4922273,4194848,4254628,4922273,4929450,4822660,4976461,4237975,3675189
14.0,5058921,5011460,5066330,5058921,4296474,4349422,5058921,5066330,4925320,5114287,4340028,3787490
23.0,5204404,5156600,5212060,5204404,4139765,4480511,5204404,5212060,5104680,5261537,4470263,3899791
