,10,13,17,21,22,29,3,30,31,8,9
6.0,2418337,2418337,2418337,2406819,2393086,2417451,2432513,2358975,2140077,,2418337
18.0,2590664,2590664,2242909,2573387,2526872,2585348,2599967,2604397,2262378,,2590664
29.0,2714261,2714261,2343027,2705844,2658886,2717362,2732424,2739955,2399538,,2714261
