,1,10,2,3,4,5,6,7,8,9
3.0,7581734,4605096,5758044,5714700,5714700,6086214,5465472,5760040,7675525,4328358
8.0,7833776,4756464,5937612,5891688,5891688,6275070,5597343,5938400,7930065,4467480
12.0,8036398,4877232,6085704,6038748,6038748,6430986,5761656,6086080,8133840,4579698
