,A,B,C,D,E,F,G,H,J,K
8.0,9370,9370,9370,9340,8530,8365,9283,9496,8244,9917
18.0,9678,9678,9678,9651,10737,10583,9104,9801,10454,10250
29.0,9997,9997,9997,9975,10837,10510,9371,10115,10772,10379
