,A,B,C,D,E,F,G,H,J,K
5.0,5918840,6027018,5996286,5884384,4549636,5931156,5974227,5041828,5962908,4670049
12.0,6137256,6252780,6217911,6103384,4716864,6151068,6194513,5227200,6182820,4842016
18.0,6314792,6428898,6397575,6030384,4850043,6329820,6373569,5644408,6361572,4982553
