,1,2,3,4,5,6,7,8
9.0,15624,16247,15665,15590,14703,15889,15646,15646
20.0,16385,16841,16698,16344,15480,16826,16409,17314
30.0,16954,16012,17289,16759,15609,16848,16105,16882
