,A,B,C,D,E,F,G,H
8.0,14339,11387,11688,13465,13881,12688,11929,13853
22.0,14500,12433,12862,14189,14226,13358,12539,14464
36.0,14717,13312,13172,14656,14814,13965,13188,14798
