,A,B,C,D,E,F,G,H
2.0,5506770,4652032,4652032,5506770,4120977,4499280,4499280,4537452
4.0,5689740,4806592,4806592,5689740,4859260,4648752,4648752,4688308
7.0,5963910,5038656,5038656,5963910,4470263,4872960,4872960,4914592
