,1,10,11,12,13,14,15,16,2,3,4,5,6,8,9
9.0,649,606,606,546,546,438,438,546,603,606,546,546,438,546,649
20.0,645,606,603,541,541,435,438,541,603,603,541,541,435,541,645
32.0,640,598,598,538,541,433,438,538,598,598,538,538,435,538,640
