,1,2,3,4,5,6,7,8
4.0,12271,12335,12474,12233,12233,12521,12276,12233
8.0,12467,12532,12450,12428,12428,12496,12471,12428
13.0,12596,12772,12769,12665,12665,12806,12708,12665
