,1,10,11,12,13,14,15,19,20,21,22,3,4,5,7,8,9
11.0,2486406,2786470,2778496,3327777,2791962,2778496,2664202,2766978,3111018,3107106,2778496,2778496,3142803,3107106,2848047,3084600,3178690
21.0,2626233,2930445,3006641,3518406,2966292,3006641,3006641,2985377,3287058,3284124,3006641,3006641,3324222,3284124,3006641,3260170,3365900
30.0,2793873,3203333,3161691,3812049,3234045,3161691,3161691,3138212,3544272,3556008,3161691,3161691,3588771,3556008,3161691,3530800,3541955
