,A,B,C,D,E,F,G
7.0,34965688,46732280,16247112,10571661,13213200,13562314,30537975
16.0,29896184,52733331,17058517,14339736,14313024,14530630,34262475
22.0,30742328,56094983,18277322,14870468,15122976,15938340,34774350
