,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,3767028,17769,212
13.0/F中層A,13.0,中層,A,3906524,18427,212
19.0/F高層A,19.0,高層,A,4072308,19209,212
7.0/F低層AB,7.0,低層,AB,,,
13.0/F中層AB,13.0,中層,AB,,,
19.0/F高層AB,19.0,高層,AB,,,
7.0/F低層B,7.0,低層,B,3489478,17987,194
13.0/F中層B,13.0,中層,B,3661944,18876,194
19.0/F高層B,19.0,高層,B,3825098,19717,194
7.0/F低層C,7.0,低層,C,3719116,17543,212
13.0/F中層C,13.0,中層,C,3761728,17744,212
19.0/F高層C,19.0,高層,C,3910128,18444,212
7.0/F低層D,7.0,低層,D,3557960,18340,194
13.0/F中層D,13.0,中層,D,3630904,18716,194
19.0/F高層D,19.0,高層,D,3768256,19424,194
