,A,B,C,D,E,F,G,H,J,K
5.0,6970,7675,7652,7312,7876,7236,7045,7408,7408,7928
13.0,7321,7999,7966,7567,7982,7593,7322,7687,7687,8307
21.0,8010,8247,8216,7963,8259,7871,7929,8043,8043,8624
