,1,10,11,12,2,3,4,45,5,6,7,8,9
6.0,13614,13614,14176,13958,13931,13706,13895,15862,14144,14048,13741,13803,13285
13.0,13808,14210,14765,14456,14636,14471,14998,16495,14723,14566,14348,14596,13731
20.0,14786,14786,15378,15034,15155,14942,15653,17136,15381,14717,14920,14547,14897
