,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,9476856,12244,774,367,4,KHMT
16.0/F中層A,16.0,中層,A,9852246,12729,774,375,4,KHMT
22.0/F高層A,22.0,高層,A,12576726,16249,774,322,3,KHMT
9.0/F低層B,9.0,低層,B,9750712,12374,788,338,4,KHMT
16.0/F中層B,16.0,中層,B,10340136,13122,788,342,4,KHMT
22.0/F高層B,22.0,高層,B,11196692,14209,788,347,4,KHMT
9.0/F低層C,9.0,低層,C,10214382,12189,838,310,4,KHMT
16.0/F中層C,16.0,中層,C,10840368,12936,838,320,4,KHMT
22.0/F高層C,22.0,高層,C,11969992,14284,838,329,4,KHMT
9.0/F低層D,9.0,低層,D,10673672,13826,772,343,4,KHMT
16.0/F中層D,16.0,中層,D,11533160,14920,773,358,4,KHMT
22.0/F高層D,22.0,高層,D,10761706,13922,773,331,3,KHMT
9.0/F低層E,9.0,低層,E,10078626,12027,838,326,4,KHMT
16.0/F中層E,16.0,中層,E,10687852,12754,838,339,4,KHMT
22.0/F高層E,22.0,高層,E,11044002,13179,838,353,4,KHMT
9.0/F低層F,9.0,低層,F,10237612,13244,773,394,4,KHMT
16.0/F中層F,16.0,中層,F,11104918,14366,773,362,3,KHMT
22.0/F高層F,22.0,高層,F,11199404,14507,772,388,4,KHMT
9.0/F低層G,9.0,低層,G,10316646,13329,774,341,3,KHMT
16.0/F中層G,16.0,中層,G,10815876,13974,774,340,3,KHMT
22.0/F高層G,22.0,高層,G,11290338,14587,774,393,3,KHMT
9.0/F低層H,9.0,低層,H,9582080,12160,788,320,3,KHMT
16.0/F中層H,16.0,中層,H,9909888,12576,788,338,3,KHMT
22.0/F高層H,22.0,高層,H,10956352,13904,788,363,3,KHMT
